,Unnamed: 0,Platform,Brand,Category,Product_Name,Price,Reviewer,Review,Review_splitted,Product_Purchase,Ratings,Date_Of_Review,Response,topic,Polarity,Predicted_Polarity
1532,2143,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,zenheng,"delivery was quite fast, and item was on discount too so i couldn't complain. so far liking this product! will continue to use it :)",will continue to use it,,4.0,2/6/2020 23:58,no,quality,0,0
1533,2144,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,glennoeestaquio,"received item sealed properly.
quick delivery too.
item not tested yet as for gifting purpose!",received item sealed properly,,5.0,2/6/2020 12:44,no,delivery,1,0
1534,2145,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,glennoeestaquio,"received item sealed properly.
quick delivery too.
item not tested yet as for gifting purpose!",quick delivery too,,5.0,2/6/2020 12:44,no,delivery,1,1
1535,2146,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,glennoeestaquio,"received item sealed properly.
quick delivery too.
item not tested yet as for gifting purpose!",item not tested yet as for lifting purpose,,5.0,2/6/2020 12:44,no,quality,0,0
1536,2147,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,shy2206,yet to try but delivery was prompt and product has long expiry.,yet to try but delivery was prompt and product has long expiry,,5.0,2/6/2020 10:21,no,delivery,0,0
1537,2148,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,lindamiyalin,"well wrapped,  in good condition,  super fast delivery,  first time buy,  yet to try,  thanks seller  excellent service",well wrapped in good condition super fast delivery first time buy yet to try thanks seller excellent service,,5.0,1/30/2020 23:01,no,delivery,1,1
1538,2149,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,kyc385,"well packed, will buy again",well packed will buy again,,5.0,2/1/2020 11:40,no,delivery,1,1
1539,2150,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,aciirt,came in good condition. will start using soon. thank u.,came in good condition,,5.0,1/26/2020 22:21,no,delivery,1,1
1540,2151,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,aciirt,came in good condition. will start using soon. thank u.,will start using soon,,5.0,1/26/2020 22:21,no,quality,0,0
1541,2152,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,aciirt,came in good condition. will start using soon. thank u.,thank u,,5.0,1/26/2020 22:21,no,no_topic,0,0
1542,2153,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,junicaj,well wrap in good condition,well wrap in good condition,,5.0,2/1/2020 23:25,no,delivery,1,1
1543,2154,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,gm.pub,soothing feel,soothing feel,,5.0,1/30/2020 15:45,no,quality,1,0
1544,2155,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,ojmelt,"super fast delivery, received item the following day. ordered during flash sale with special item coupon + coins. item is manufactured in jun 2019. good deal😃",super fast delivery received item the following day,,5.0,1/24/2020 18:59,no,delivery,1,1
1545,2156,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,ojmelt,"super fast delivery, received item the following day. ordered during flash sale with special item coupon + coins. item is manufactured in jun 2019. good deal😃",ordered during flash sale with special item coupon coins,,5.0,1/24/2020 18:59,no,price,0,0
1546,2157,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,ojmelt,"super fast delivery, received item the following day. ordered during flash sale with special item coupon + coins. item is manufactured in jun 2019. good deal😃",item is manufactured in jun 2019 good deal,,5.0,1/24/2020 18:59,no,quality,1,1
1547,2158,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,areumam,effective product. fast delivery. received 1 day after order.,effective product,,5.0,1/26/2020 12:42,no,quality,1,0
1548,2159,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,areumam,effective product. fast delivery. received 1 day after order.,fast delivery,,5.0,1/26/2020 12:42,no,delivery,1,1
1549,2160,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,areumam,effective product. fast delivery. received 1 day after order.,received 1 day after order,,5.0,1/26/2020 12:42,no,delivery,0,0
1550,2161,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,ellarose_nong,received the products in a good condition and with fast 💨 delivery 🚚 service:),received the products in a good condition and with fast delivery service,,5.0,1/24/2020 12:41,no,delivery,1,1
1551,2162,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,arayakarn,purchase this with a promo price! cheap and good. thanks seller!,purchase this with a promo price,,5.0,1/18/2020 20:45,no,price,0,0
1552,2163,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,arayakarn,purchase this with a promo price! cheap and good. thanks seller!,cheap and good,,5.0,1/18/2020 20:45,no,price,1,1
1553,2164,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,arayakarn,purchase this with a promo price! cheap and good. thanks seller!,thanks seller,,5.0,1/18/2020 20:45,no,no_topic,0,1
1554,2165,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,prettyaeh,it's definitely cheaper than retail with the coupon. i'm happy with the purchase,it is definitely cheaper than retail with the coupon,,5.0,1/21/2020 14:44,no,price,1,1
1555,2166,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,prettyaeh,it's definitely cheaper than retail with the coupon. i'm happy with the purchase,I am happy with the purchase,,5.0,1/21/2020 14:44,no,quality,1,0
1556,2167,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,danocwl,item arrived in 3 days nicely packed. good price. good product.,item arrived in 3 days nicely packed,,5.0,1/22/2020 12:00,no,delivery,1,0
1557,2168,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,danocwl,item arrived in 3 days nicely packed. good price. good product.,good price,,5.0,1/22/2020 12:00,no,price,1,1
1558,2169,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,danocwl,item arrived in 3 days nicely packed. good price. good product.,good product,,5.0,1/22/2020 12:00,no,quality,1,1
1559,2170,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,joekoh22,"item was delivered quickly and was well packed, very satisfied with this purchase!",item was delivered quickly and was well packed very satisfied with this purchase,,5.0,1/16/2020 16:46,no,delivery,1,1
1560,2171,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,nafizahbteswadid,super fast delivery. i received it within 24 hrs of my order. packed well.  cant wait to use it. i will order again from this supplier,super fast delivery,,5.0,1/18/2020 10:40,no,delivery,1,1
1561,2172,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,nafizahbteswadid,super fast delivery. i received it within 24 hrs of my order. packed well.  cant wait to use it. i will order again from this supplier,i received it within 24 hrs of my order,,5.0,1/18/2020 10:40,no,delivery,0,0
1562,2173,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,nafizahbteswadid,super fast delivery. i received it within 24 hrs of my order. packed well.  cant wait to use it. i will order again from this supplier,packed well,,5.0,1/18/2020 10:40,no,delivery,1,1
1563,2174,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,nafizahbteswadid,super fast delivery. i received it within 24 hrs of my order. packed well.  cant wait to use it. i will order again from this supplier,cant wait to use it,,5.0,1/18/2020 10:40,no,quality,0,0
1564,2175,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,nafizahbteswadid,super fast delivery. i received it within 24 hrs of my order. packed well.  cant wait to use it. i will order again from this supplier,i will order again from this supplier,,5.0,1/18/2020 10:40,no,quality,0,0
1565,2176,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,yosh3,product is well packed and fast delivery but delivered at 11pm at night.. i prefer a text or msg beforehand..,product is well packed and fast delivery but delivered at pm at night i prefer a text or msg beforehand,,3.0,1/16/2020 6:12,no,delivery,1,1
1566,2177,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller,received with a good condition,,5.0,1/7/2020 10:47,no,delivery,1,1
1567,2178,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller,fast delivery service as well,,5.0,1/7/2020 10:47,no,delivery,1,1
1568,2179,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller,good quality product,,5.0,1/7/2020 10:47,no,quality,1,1
1569,2180,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller,bought for my sister as a new year gift,,5.0,1/7/2020 10:47,no,price,0,0
1570,2181,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller,will purchase again if got good deals,,5.0,1/7/2020 10:47,no,price,1,1
1571,2182,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller,the price is cheaper than retail shop,,5.0,1/7/2020 10:47,no,price,1,1
1572,2183,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,suzanzin,received with a good condition. fast delivery service as well. good quality product. bought for my sister as a new year gift 🎁. will purchase again if got good deals. the price is cheaper than retail shop. thanks seller,thanks seller,,5.0,1/7/2020 10:47,no,no_topic,0,1
1573,2184,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,chocofries,item as described,item as described,,5.0,1/15/2020 14:02,no,no_topic,0,0
1574,2185,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,st4rst4r,received in good condition. manufacture in 06/2019. bought during flash sale with coupon. will buy again if it is good,received in good condition,,5.0,1/8/2020 18:38,no,delivery,1,1
1575,2186,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,st4rst4r,received in good condition. manufacture in 06/2019. bought during flash sale with coupon. will buy again if it is good,manufacture in 06 2019,,5.0,1/8/2020 18:38,no,quality,0,0
1576,2187,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,st4rst4r,received in good condition. manufacture in 06/2019. bought during flash sale with coupon. will buy again if it is good,bought during flash sale with coupon,,5.0,1/8/2020 18:38,no,price,0,0
1577,2188,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,st4rst4r,received in good condition. manufacture in 06/2019. bought during flash sale with coupon. will buy again if it is good,will buy again if it is good,,5.0,1/8/2020 18:38,no,quality,1,1
1578,2189,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,dmst99,"delivery was super fast. received it within 2 days.
this is the first time i buy this product, not sure if is effective, noted that is made in china, but guess nowadays majority of things are made in china, so shouldn't be an issue in the current world.",delivery was super fast,,4.0,1/13/2020 1:30,no,delivery,1,1
1579,2190,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,dmst99,"delivery was super fast. received it within 2 days.
this is the first time i buy this product, not sure if is effective, noted that is made in china, but guess nowadays majority of things are made in china, so shouldn't be an issue in the current world.",received it within 2 days,,4.0,1/13/2020 1:30,no,delivery,0,0
1580,2191,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,dmst99,"delivery was super fast. received it within 2 days.
this is the first time i buy this product, not sure if is effective, noted that is made in china, but guess nowadays majority of things are made in china, so shouldn't be an issue in the current world.",this is the first time i buy this product not sure if is effective noted that is made in china but guess nowadays majority of things are made in china so should not be an issue in the current world,,4.0,1/13/2020 1:30,no,quality,0,0
1581,2192,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,yuki041,"fast delivery. ordered on sunday and received on wednesday. yet to try, hope it's good!",fast delivery,,5.0,1/15/2020 21:47,no,delivery,1,1
1582,2193,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,yuki041,"fast delivery. ordered on sunday and received on wednesday. yet to try, hope it's good!",ordered on sunday and received on wednesday,,5.0,1/15/2020 21:47,no,delivery,0,0
1583,2194,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,yuki041,"fast delivery. ordered on sunday and received on wednesday. yet to try, hope it's good!",yet to try hope it is good,,5.0,1/15/2020 21:47,no,quality,1,1
1584,2195,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,maymay_4,goods recd in good condition and fast delivery. yet to use and hope it's work,goods read in good condition and fast delivery,,5.0,1/15/2020 22:44,no,delivery,1,1
1585,2196,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,maymay_4,goods recd in good condition and fast delivery. yet to use and hope it's work,yet to use and hope it is work,,5.0,1/15/2020 22:44,no,quality,1,1
1586,2197,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,orangetu,"delivery fast. packed in bubbles envelop. used $5 voucher and shopppee coins, paid $16+. first time purchase and use of product. not sure effective. manufacture date is june 2019. tried it on my cleansed face, absorbs well and has very mild fragrance.",delivery fast,,5.0,1/9/2020 8:35,no,delivery,1,1
1587,2198,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,orangetu,"delivery fast. packed in bubbles envelop. used $5 voucher and shopppee coins, paid $16+. first time purchase and use of product. not sure effective. manufacture date is june 2019. tried it on my cleansed face, absorbs well and has very mild fragrance.",packed in bubbles envelop,,5.0,1/9/2020 8:35,no,delivery,0,0
1588,2199,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,orangetu,"delivery fast. packed in bubbles envelop. used $5 voucher and shopppee coins, paid $16+. first time purchase and use of product. not sure effective. manufacture date is june 2019. tried it on my cleansed face, absorbs well and has very mild fragrance.",used 5 voucher and shopper coins paid 16,,5.0,1/9/2020 8:35,no,quality,0,0
1589,2200,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,orangetu,"delivery fast. packed in bubbles envelop. used $5 voucher and shopppee coins, paid $16+. first time purchase and use of product. not sure effective. manufacture date is june 2019. tried it on my cleansed face, absorbs well and has very mild fragrance.",first time purchase and use of product,,5.0,1/9/2020 8:35,no,quality,0,0
1590,2201,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,orangetu,"delivery fast. packed in bubbles envelop. used $5 voucher and shopppee coins, paid $16+. first time purchase and use of product. not sure effective. manufacture date is june 2019. tried it on my cleansed face, absorbs well and has very mild fragrance.",not sure effective,,5.0,1/9/2020 8:35,no,quality,1,0
1591,2202,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,orangetu,"delivery fast. packed in bubbles envelop. used $5 voucher and shopppee coins, paid $16+. first time purchase and use of product. not sure effective. manufacture date is june 2019. tried it on my cleansed face, absorbs well and has very mild fragrance.",manufacture date is june 2019 tried it on my cleansed face absorbs well and has very mild fragrance,,5.0,1/9/2020 8:35,no,quality,0,0
1592,2203,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,triciadinh,super fast delivery! nice packaging! have yet to use so hope it works,super fast delivery,,5.0,1/7/2020 21:25,no,delivery,1,1
1593,2204,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,triciadinh,super fast delivery! nice packaging! have yet to use so hope it works,nice packaging,,5.0,1/7/2020 21:25,no,delivery,1,1
1594,2205,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,triciadinh,super fast delivery! nice packaging! have yet to use so hope it works,have yet to use so hope it works,,5.0,1/7/2020 21:25,no,quality,1,0
1595,2206,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,syafiqtay1987,item received quite fast.....gotta try and wait for result.....,item received quite fast got ta try and wait for result,,5.0,1/9/2020 18:05,no,delivery,1,0
1596,2207,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,pentstarz,legit product! havent tried but received just a few days after order. will buy again!,legit product,,5.0,1/7/2020 18:35,no,no_topic,0,0
1597,2208,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,pentstarz,legit product! havent tried but received just a few days after order. will buy again!,havent tried but received just a few days after order,,5.0,1/7/2020 18:35,no,delivery,0,0
1598,2209,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,pentstarz,legit product! havent tried but received just a few days after order. will buy again!,will buy again,,5.0,1/7/2020 18:35,no,quality,0,0
1599,2210,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,bellekymbie,2nd round purchase after having quite good improvement from the first time usage of the essence. high quality product and fitted well to the asian facial skins. seller provided faster service and delivery. thanks seller and shopee.,and round purchase after having quite good improvement from the first time usage of the essence,,5.0,12/13/2019 11:25,no,quality,1,0
1600,2211,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,bellekymbie,2nd round purchase after having quite good improvement from the first time usage of the essence. high quality product and fitted well to the asian facial skins. seller provided faster service and delivery. thanks seller and shopee.,high quality product and fitted well to the asian facial skins,,5.0,12/13/2019 11:25,no,quality,0,1
1601,2212,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,bellekymbie,2nd round purchase after having quite good improvement from the first time usage of the essence. high quality product and fitted well to the asian facial skins. seller provided faster service and delivery. thanks seller and shopee.,seller provided faster service and delivery,,5.0,12/13/2019 11:25,no,service,1,1
1602,2213,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,bellekymbie,2nd round purchase after having quite good improvement from the first time usage of the essence. high quality product and fitted well to the asian facial skins. seller provided faster service and delivery. thanks seller and shopee.,thanks seller and hope,,5.0,12/13/2019 11:25,no,quality,0,1
1603,2214,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,vivacecs,have not tried yet.. fast delivery,have not tried yet fast delivery,,5.0,12/28/2019 12:49,no,delivery,1,1
1604,2215,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,sabikeena,"#shopeehaul good product quality fast delivery excellent service by seller
products were nicely packed and delivered. got a lot of free stuff too! thanks seller!",shopeehaul good product quality fast delivery excellent service by seller products were nicely packed and delivered,,5.0,12/14/2019 20:17,no,delivery,1,1
1605,2216,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,sabikeena,"#shopeehaul good product quality fast delivery excellent service by seller
products were nicely packed and delivered. got a lot of free stuff too! thanks seller!",got a lot of free stuff too,,5.0,12/14/2019 20:17,no,price,1,1
1606,2217,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,sabikeena,"#shopeehaul good product quality fast delivery excellent service by seller
products were nicely packed and delivered. got a lot of free stuff too! thanks seller!",thanks seller,,5.0,12/14/2019 20:17,no,no_topic,0,1
1607,2218,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,mamajen19,fast delivery. first time trying. will buy again if is good.,fast delivery,,5.0,12/18/2019 13:27,no,delivery,1,1
1608,2219,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,mamajen19,fast delivery. first time trying. will buy again if is good.,first time trying,,5.0,12/18/2019 13:27,no,no_topic,0,0
1609,2220,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,mamajen19,fast delivery. first time trying. will buy again if is good.,will buy again if is good,,5.0,12/18/2019 13:27,no,quality,1,1
1610,2221,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,terryhoxz,"good purchase, fast delivery, wrap properly. no complains...",good purchase fast delivery wrap properly,,5.0,12/13/2019 12:10,no,delivery,1,1
1611,2222,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,terryhoxz,"good purchase, fast delivery, wrap properly. no complains...",no complains,,5.0,12/13/2019 12:10,no,no_topic,0,0
1612,2223,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,michabelle1212,"order well received, fast and efficient delivery thanks seller",order well received fast and efficient delivery thanks seller,,5.0,12/17/2019 0:28,no,delivery,1,1
1613,2224,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,lesha7171,"bought during 1212 sales and like the texture, worth the money.",bought during 1212 sales and like the texture worth the money,,5.0,12/15/2019 22:03,no,price,1,1
1614,2225,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,zerendipity,item well-received and in good packaging. tested it and it's not very sticky. seems to absorb well!,item well received and in good packaging,,5.0,12/11/2019 23:48,no,delivery,1,1
1615,2226,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,zerendipity,item well-received and in good packaging. tested it and it's not very sticky. seems to absorb well!,tested it and it is not very sticky,,5.0,12/11/2019 23:48,no,quality,-1,0
1616,2227,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,zerendipity,item well-received and in good packaging. tested it and it's not very sticky. seems to absorb well!,seems to absorb well,,5.0,12/11/2019 23:48,no,no_topic,1,1
1617,2228,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,fredazin,item received its really a good deal as i got it with $19. mfg date on 2019 👍,item received its really a good deal as i got it with 19,,5.0,12/11/2019 13:37,no,delivery,0,1
1618,2229,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,fredazin,item received its really a good deal as i got it with $19. mfg date on 2019 👍,meg date on 2019,,5.0,12/11/2019 13:37,no,quality,0,0
1619,2230,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,gracesjm,delivery was fast. just started using it. love the smell,delivery was fast,,4.0,12/13/2019 21:29,no,delivery,1,1
1620,2231,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,gracesjm,delivery was fast. just started using it. love the smell,just started using it,,4.0,12/13/2019 21:29,no,quality,0,0
1621,2232,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,gracesjm,delivery was fast. just started using it. love the smell,love the smell,,4.0,12/13/2019 21:29,no,quality,0,1
1622,2233,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,thanthan525,super,super,,5.0,12/9/2019 17:35,no,no_topic,1,1
1623,2234,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,saki1919,1st time buying this product.  have yet to use it. if product is good will buy again,st time buying this product,,5.0,12/2/2019 0:29,no,no_topic,0,0
1624,2235,Shopee,L'Oreal Paris,Serum & Treatment,"L'Oreal Paris Revitalift Crystal Micro-Essence Water, 130ml",26.9,saki1919,1st time buying this product.  have yet to use it. if product is good will buy again,have yet to use it,,5.0,12/2/2019 0:29,no,quality,0,0
