,Unnamed:_0,Platform,Brand,Category,Product_Name,Price,Reviewer,Review,Review_splitted,Product_Purchase,Ratings,Date_Of_Review,Response,topic
951,951,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,secretvampire,"seriously took super long to receive because of the carrier misplaced the item, and i need to wait again for the shipping but second time waiting i just receive 2 bottle instead of 4, but after that they did send again the last 2 bottle.. 😓😓😓",seriously took super long to receive because of the carrier misplaced the item and i need to wait again for the shipping but second time waiting i just receive 2 bottle instead of 4 but after that they did send again the last 2 bottle,Variation: Anti-Blemish,4.0,2019-12-19 05:56:00,no,delivery
952,952,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,jackyogiblog,"fast delivery. received next day.
fast delivery. received next day.",fast delivery,Variation: Illuminating,5.0,2019-12-22 22:57:00,no,delivery
953,953,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,jackyogiblog,"fast delivery. received next day.
fast delivery. received next day.",received next day,Variation: Illuminating,5.0,2019-12-22 22:57:00,no,delivery
954,954,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,jackyogiblog,"fast delivery. received next day.
fast delivery. received next day.",fast delivery,Variation: Illuminating,5.0,2019-12-22 22:57:00,no,delivery
955,955,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,jackyogiblog,"fast delivery. received next day.
fast delivery. received next day.",received next day,Variation: Illuminating,5.0,2019-12-22 22:57:00,no,delivery
956,956,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,sabikeena,"#shopeehaul good product quality fast delivery excellent service by seller
products were nicely packed and delivered. got a lot of free stuff too! thanks seller!",shopeehaul good product quality fast delivery excellent service by seller products were nicely packed and delivered,Variation: Illuminating,5.0,2019-12-14 20:17:00,no,delivery
957,957,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,sabikeena,"#shopeehaul good product quality fast delivery excellent service by seller
products were nicely packed and delivered. got a lot of free stuff too! thanks seller!",got a lot of free stuff too,Variation: Illuminating,5.0,2019-12-14 20:17:00,no,price
958,958,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,sabikeena,"#shopeehaul good product quality fast delivery excellent service by seller
products were nicely packed and delivered. got a lot of free stuff too! thanks seller!",thanks seller,Variation: Illuminating,5.0,2019-12-14 20:17:00,no,no_topic
959,959,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,yattiekarin,order received was correct and relatively fast! will try the product later!,order received was correct and relatively fast,Variation: Anti-Pores,5.0,2019-12-19 21:20:00,no,delivery
960,960,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,yattiekarin,order received was correct and relatively fast! will try the product later!,will try the product later,Variation: Anti-Pores,5.0,2019-12-19 21:20:00,no,no_topic
961,961,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,zerendipity,"item well-received and in good packaging. unfortunately no scoop or brush comes with it, so u got to find your own tool if you don't want to use your finger. not a big problem for me!",item well received and in good packaging,Variation: Anti-Pores,5.0,2019-12-11 23:48:00,no,delivery
962,962,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,zerendipity,"item well-received and in good packaging. unfortunately no scoop or brush comes with it, so u got to find your own tool if you don't want to use your finger. not a big problem for me!",unfortunately no scoop or brush comes with it so u got to find your own tool if you do not want to use your finger,Variation: Anti-Pores,5.0,2019-12-11 23:48:00,no,quality
963,963,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,zerendipity,"item well-received and in good packaging. unfortunately no scoop or brush comes with it, so u got to find your own tool if you don't want to use your finger. not a big problem for me!",not a big problem for me,Variation: Anti-Pores,5.0,2019-12-11 23:48:00,no,no_topic
964,964,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,sherryenigmatic,"fast delivery, have yet to try. hope the product is as good as said",fast delivery have yet to try,Variation: Anti-Blemish,5.0,2019-12-11 16:05:00,no,delivery
965,965,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,sherryenigmatic,"fast delivery, have yet to try. hope the product is as good as said",hope the product is as good as said,Variation: Anti-Blemish,5.0,2019-12-11 16:05:00,no,quality
966,966,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,dolinelee,totally love the masks! bought all four different kind and really great! and definitely love the price i paid as got 20% discount due to the promo!,totally love the masks,Variation: Anti-Blemish,5.0,2019-11-28 00:28:00,no,quality
967,967,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,dolinelee,totally love the masks! bought all four different kind and really great! and definitely love the price i paid as got 20% discount due to the promo!,bought all four different kind and really great,Variation: Anti-Blemish,5.0,2019-11-28 00:28:00,no,quality
968,968,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,dolinelee,totally love the masks! bought all four different kind and really great! and definitely love the price i paid as got 20% discount due to the promo!,and definitely love the price i paid as got 20 discount due to the promo,Variation: Anti-Blemish,5.0,2019-11-28 00:28:00,no,price
969,969,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,hebe06,yet to try. received in good condition and rather fast delivery,yet to try,Variation: Detoxify,5.0,2019-12-09 14:19:00,no,no_topic
970,970,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,hebe06,yet to try. received in good condition and rather fast delivery,received in good condition and rather fast delivery,Variation: Detoxify,5.0,2019-12-09 14:19:00,no,delivery
971,971,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,josincw,good products and customer service,good products and customer service,Variation: Detoxify,5.0,2019-12-11 20:20:00,no,service
972,972,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,gsm0344,abit surprised delivery too quite long... not tried the product yet...,a bit surprised delivery too quite long not tried the product yet,Variation: Illuminating,5.0,2019-11-22 16:41:00,no,delivery
973,973,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,azlinfuad,received the package in about week! longer than expected due to the 11.11 sale! gonna update how it feels after use! arrived with bubble wrap! thanks again,received the package in about week,Variation: Anti-Pores,5.0,2019-11-23 17:19:00,no,delivery
974,974,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,azlinfuad,received the package in about week! longer than expected due to the 11.11 sale! gonna update how it feels after use! arrived with bubble wrap! thanks again,longer than expected due to the 11 11 sale,Variation: Anti-Pores,5.0,2019-11-23 17:19:00,no,price
975,975,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,azlinfuad,received the package in about week! longer than expected due to the 11.11 sale! gonna update how it feels after use! arrived with bubble wrap! thanks again,gon na update how it feels after use,Variation: Anti-Pores,5.0,2019-11-23 17:19:00,no,quality
976,976,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,azlinfuad,received the package in about week! longer than expected due to the 11.11 sale! gonna update how it feels after use! arrived with bubble wrap! thanks again,arrived with bubble wrap,Variation: Anti-Pores,5.0,2019-11-23 17:19:00,no,delivery
977,977,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,azlinfuad,received the package in about week! longer than expected due to the 11.11 sale! gonna update how it feels after use! arrived with bubble wrap! thanks again,thanks again,Variation: Anti-Pores,5.0,2019-11-23 17:19:00,no,no_topic
978,978,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,tessaarmentano,nicely wrappes in bubble wrap..will be tryin it tonight..thank you,nicely wrapped in bubble wrap will be trying it tonight thank you,Variation: Illuminating,5.0,2019-11-22 21:58:00,no,delivery
979,979,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,katesg,received within a week. using it twice a week. not sure if has effect already. but upon using it and then you washed skin feels soft and clean. #shopeehaul,received within a week,Variation: Detoxify,5.0,2019-11-13 16:22:00,no,delivery
980,980,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,katesg,received within a week. using it twice a week. not sure if has effect already. but upon using it and then you washed skin feels soft and clean. #shopeehaul,using it twice a week,Variation: Detoxify,5.0,2019-11-13 16:22:00,no,quality
981,981,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,katesg,received within a week. using it twice a week. not sure if has effect already. but upon using it and then you washed skin feels soft and clean. #shopeehaul,not sure if has effect already,Variation: Detoxify,5.0,2019-11-13 16:22:00,no,quality
982,982,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,katesg,received within a week. using it twice a week. not sure if has effect already. but upon using it and then you washed skin feels soft and clean. #shopeehaul,but upon using it and then you washed skin feels soft and clean,Variation: Detoxify,5.0,2019-11-13 16:22:00,no,quality
983,983,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,katesg,received within a week. using it twice a week. not sure if has effect already. but upon using it and then you washed skin feels soft and clean. #shopeehaul,shopeehaul,Variation: Detoxify,5.0,2019-11-13 16:22:00,no,no_topic
984,984,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,slashorror,fast delivery and item is packed with bubble wrap.,fast delivery and item is packed with bubble wrap,Variation: Detoxify,5.0,2019-11-22 00:17:00,no,delivery
985,985,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,christeoh,manufacturing date oct 2018. arrive in bubble wrap pack to protect the item.,manufacturing date oct 2018 arrive in bubble wrap pack to protect the item,Variation: Anti-Pores,5.0,2019-11-24 11:09:00,no,delivery
986,986,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,germainetyc,well received the purchased items. can't wait to use it. hopefully worth the value.,well received the purchased items,Variation: Anti-Pores,5.0,2019-11-23 14:05:00,no,delivery
987,987,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,germainetyc,well received the purchased items. can't wait to use it. hopefully worth the value.,can not wait to use it,Variation: Anti-Pores,5.0,2019-11-23 14:05:00,no,quality
988,988,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,germainetyc,well received the purchased items. can't wait to use it. hopefully worth the value.,hopefully worth the value,Variation: Anti-Pores,5.0,2019-11-23 14:05:00,no,price
989,989,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,turquoise5,"items received along with free loreal white perfect cleanser samples, thank you",items received along with free lorean white perfect cleanser samples thank you,Variation: Detoxify,5.0,2019-11-25 00:05:00,no,price
990,990,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",delivery took about a week item well packed,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,delivery
991,991,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",3 just used the mask on a clean face,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,quality
992,992,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",mask is pretty hard but once spread on face it can become thin,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,quality
993,993,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",i put a thicker layer around my t zone,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,no_topic
994,994,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",4 washed with warm water,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,quality
995,995,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",5 washed with the free cleanser,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,price
996,996,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",pores are smaller now,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,quality
997,997,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,reggyzee,"delivery took about a week,  item well packed. 3: just used the mask on a clean face. mask is pretty hard but once spread on face, it can become thin. i put a thicker layer around my t zone. 4: washed with warm water. 5: washed with the free cleanser. pores are smaller now. good buy at good price.",good buy at good price,Variation: Anti-Pores,5.0,2019-09-17 22:17:00,no,price
998,998,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,layyoong11,item arrived quickly as expected.,item arrived quickly as expected,Variation: Detoxify,5.0,2019-11-22 10:04:00,no,delivery
999,999,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,charine3005,items well received nicely packed with freebies in bubble wrapped envelope. thanks,items well received nicely packed with freebies in bubble wrapped envelope,Variation: Detoxify,5.0,2019-11-11 01:16:00,no,delivery
1000,1000,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,charine3005,items well received nicely packed with freebies in bubble wrapped envelope. thanks,thanks,Variation: Detoxify,5.0,2019-11-11 01:16:00,no,no_topic
1001,1001,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,florabelle,item received with free gift. however manufactured date for this product is in 2017....,item received with free gift,Variation: Anti-Blemish,3.0,2019-11-07 00:11:00,no,price
1002,1002,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,florabelle,item received with free gift. however manufactured date for this product is in 2017....,however manufactured date for this product is in 2017,Variation: Anti-Blemish,3.0,2019-11-07 00:11:00,no,quality
1003,1003,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,biteztobitz,have not tried it yet.... however delivery was fast.... thanks,have not tried it yet however delivery was fast thanks,Variation: Anti-Pores,5.0,2019-11-11 18:49:00,no,delivery
1004,1004,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,shinkhoo,well received. takes about 9 days for delivery. can't wait to try it tonight. thank you.,well received,Variation: Anti-Pores,5.0,2019-11-20 12:56:00,no,delivery
1005,1005,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,shinkhoo,well received. takes about 9 days for delivery. can't wait to try it tonight. thank you.,takes about 9 days for delivery,Variation: Anti-Pores,5.0,2019-11-20 12:56:00,no,delivery
1006,1006,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,shinkhoo,well received. takes about 9 days for delivery. can't wait to try it tonight. thank you.,can not wait to try it tonight,Variation: Anti-Pores,5.0,2019-11-20 12:56:00,no,no_topic
1007,1007,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,shinkhoo,well received. takes about 9 days for delivery. can't wait to try it tonight. thank you.,thank you,Variation: Anti-Pores,5.0,2019-11-20 12:56:00,no,no_topic
1008,1008,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,yiangszechai,"great product! very effective in combating pores and blackheads yet did not dry up the cheek zones. thanks for the free gift, great for travel. parcel delivered around one week after order.",great product,Variation: Anti-Pores,5.0,2019-11-06 23:06:00,no,quality
1009,1009,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,yiangszechai,"great product! very effective in combating pores and blackheads yet did not dry up the cheek zones. thanks for the free gift, great for travel. parcel delivered around one week after order.",very effective in combating pores and blackheads yet did not dry up the cheek zones,Variation: Anti-Pores,5.0,2019-11-06 23:06:00,no,quality
1010,1010,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,yiangszechai,"great product! very effective in combating pores and blackheads yet did not dry up the cheek zones. thanks for the free gift, great for travel. parcel delivered around one week after order.",thanks for the free gift great for travel,Variation: Anti-Pores,5.0,2019-11-06 23:06:00,no,price
1011,1011,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,yiangszechai,"great product! very effective in combating pores and blackheads yet did not dry up the cheek zones. thanks for the free gift, great for travel. parcel delivered around one week after order.",parcel delivered around one week after order,Variation: Anti-Pores,5.0,2019-11-06 23:06:00,no,delivery
1012,1012,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,girlenetan,one item was manufactured in 2017. 2 years old. it's unacceptable.,one item was manufactured in 2017,Variation: Illuminating,2.0,2019-11-12 22:28:00,no,quality
1013,1013,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,girlenetan,one item was manufactured in 2017. 2 years old. it's unacceptable.,2 years old,Variation: Illuminating,2.0,2019-11-12 22:28:00,no,quality
1014,1014,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,girlenetan,one item was manufactured in 2017. 2 years old. it's unacceptable.,it is unacceptable,Variation: Illuminating,2.0,2019-11-12 22:28:00,no,no_topic
1015,1015,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,melodyshan,"received in about a week's time. 
mfg date: year 2019
comes with a free cleanser.",received in about a week s time,Variation: Illuminating,5.0,2019-11-06 13:30:00,no,delivery
1016,1016,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,melodyshan,"received in about a week's time. 
mfg date: year 2019
comes with a free cleanser.",meg date year 2019 comes with a free cleanser,Variation: Illuminating,5.0,2019-11-06 13:30:00,no,price
1017,1017,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,sujataforlife,item received as per the description provided in good condition.thank you !,item received as per the description provided in good condition thank you,Variation: Detoxify,5.0,2019-11-07 01:21:00,no,delivery
1018,1018,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,nanawong88,received it really quickly! thank you seller for sending it out fast. the mask does not cause cracklines upon drying. skin feels refreshed after using,received it really quickly,Variation: Anti-Blemish,5.0,2019-11-09 09:57:00,no,delivery
1019,1019,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,nanawong88,received it really quickly! thank you seller for sending it out fast. the mask does not cause cracklines upon drying. skin feels refreshed after using,thank you seller for sending it out fast,Variation: Anti-Blemish,5.0,2019-11-09 09:57:00,no,delivery
1020,1020,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,nanawong88,received it really quickly! thank you seller for sending it out fast. the mask does not cause cracklines upon drying. skin feels refreshed after using,the mask does not cause crackline upon drying,Variation: Anti-Blemish,5.0,2019-11-09 09:57:00,no,quality
1021,1021,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,nanawong88,received it really quickly! thank you seller for sending it out fast. the mask does not cause cracklines upon drying. skin feels refreshed after using,skin feels refreshed after using,Variation: Anti-Blemish,5.0,2019-11-09 09:57:00,no,quality
1022,1022,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,psgal1986,mfg date of anti pores mask is oct 2018 which is 1 yr ago. anti blemish is more recent stock. mfg date 2019,meg date of anti pores mask is oct 2018 which is 1 yr ago,Variation: Anti-Blemish,5.0,2019-11-05 00:12:00,no,quality
1023,1023,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,psgal1986,mfg date of anti pores mask is oct 2018 which is 1 yr ago. anti blemish is more recent stock. mfg date 2019,anti blemish is more recent stock,Variation: Anti-Blemish,5.0,2019-11-05 00:12:00,no,no_topic
1024,1024,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,psgal1986,mfg date of anti pores mask is oct 2018 which is 1 yr ago. anti blemish is more recent stock. mfg date 2019,meg date 2019,Variation: Anti-Blemish,5.0,2019-11-05 00:12:00,no,quality
1025,1025,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,cocozheng11,order received in good packing!! value the money!!! very good purchase!!!,order received in good packing,Variation: Detoxify,5.0,2019-11-02 13:30:00,no,delivery
1026,1026,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,cocozheng11,order received in good packing!! value the money!!! very good purchase!!!,value the money,Variation: Detoxify,5.0,2019-11-02 13:30:00,no,price
1027,1027,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,cocozheng11,order received in good packing!! value the money!!! very good purchase!!!,very good purchase,Variation: Detoxify,5.0,2019-11-02 13:30:00,no,quality
1028,1028,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,hopechua,received in a good condition. same as shown in picture:-))),received in a good condition,Variation: Anti-Blemish,5.0,2019-11-01 18:41:00,no,delivery
1029,1029,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,hopechua,received in a good condition. same as shown in picture:-))),same as shown in picture,Variation: Anti-Blemish,5.0,2019-11-01 18:41:00,no,quality
1030,1030,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,wws8606,received in good condition and the lead time is acceptable. satisfied of the product.,received in good condition and the lead time is acceptable,Variation: Illuminating,5.0,2019-11-06 12:12:00,no,delivery
1031,1031,Shopee,L'Oreal Paris,Mask,L'Oreal Anti-Pores / Detoxify / Illuminating / Anti-Blemish Pure Clay Mask 50ml,12.72,wws8606,received in good condition and the lead time is acceptable. satisfied of the product.,satisfied of the product,Variation: Illuminating,5.0,2019-11-06 12:12:00,no,quality
