,Brand,Category,Product Name ,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,tokenized_reviews,Polarity
1177,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,happy with this purchase, ASSERTIVE,5,10/6/2019 11:32,no,"['happy', 'with', 'this', 'purchase']",1
1178,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,would recommend , ASSERTIVE,5,10/6/2019 11:32,no,"['would', 'recommend']",1
1179,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,hilwaaawa,fast delivery , FOUNDER 115,5,10/13/2019 3:53,no,"['fast', 'delivery']",1
1180,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,loving the matte new lippy, SEEKER,5,10/3/2019 8:29,no,"['loving', 'the', 'matte', 'new', 'lippy']",0
1181,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,the colour is really vibrant, SEEKER,5,10/3/2019 8:29,no,"['the', 'colour', 'is', 'really', 'vibrant']",1
1182,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,the best of all it is really long lasting, SEEKER,5,10/3/2019 8:29,no,"['the', 'best', 'of', 'all', 'it', 'is', 'really', 'long', 'lasting']",1
1183,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,happy with purchase also delivery was quick have yet to try the foundation, SEEKER,5,10/3/2019 8:29,no,"['happy', 'with', 'purchase', 'also', 'delivery', 'was', 'quick', 'have', 'yet', 'to', 'try', 'the', 'foundation']",1
1184,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,emelynllapitan,love this lipstick 115, FOUNDER 115,5,10/10/2019 8:22,no,"['love', 'this', 'lipstick', '115']",1
1185,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,emelynllapitan, yes proven superstay , FOUNDER 115,5,10/10/2019 8:22,no,"['yes', 'proven', 'superstay']",1
1186,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,genevieloh,product looks the same as those in watson s, DELICATE,5,10/14/2019 20:38,no,"['product', 'looks', 'the', 'same', 'as', 'those', 'in', 'watson', 's']",0
1187,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,genevieloh,love it , DELICATE,5,10/14/2019 20:38,no,"['love', 'it']",1
1188,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,love the colours, SELFSTARTER 130,5,9/14/2019 10:15,yes,"['love', 'the', 'colours']",1
1189,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,amazonian is the perfect medium brown nude, SELFSTARTER 130,5,9/14/2019 10:15,yes,"['amazonian', 'is', 'the', 'perfect', 'medium', 'brown', 'nude']",1
1190,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,self starter is cheerful daily pink, SELFSTARTER 130,5,9/14/2019 10:15,yes,"['self', 'starter', 'is', 'cheerful', 'daily', 'pink']",1
1191,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,spiral galaxy is my dream shimmery pink, SELFSTARTER 130,5,9/14/2019 10:15,yes,"['spiral', 'galaxy', 'is', 'my', 'dream', 'shimmery', 'pink']",0
1192,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,mauve for me will be another beautiful everyday pink, SELFSTARTER 130,5,9/14/2019 10:15,yes,"['mauve', 'for', 'me', 'will', 'be', 'another', 'beautiful', 'everyday', 'pink']",1
1193,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,plus, SELFSTARTER 130,5,9/14/2019 10:15,yes,['plus'],1
1194,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally, finally got 128 warm nude to match my skin tone, SELFSTARTER 130,5,9/14/2019 10:15,yes,"['finally', 'got', '128', 'warm', 'nude', 'to', 'match', 'my', 'skin', 'tone']",1
1195,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,thank you for the quick delivery too , SELFSTARTER 130,5,9/14/2019 10:15,yes,"['thank', 'you', 'for', 'the', 'quick', 'delivery', 'too']",1
1196,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,ordered artist, ARTIST 120,5,9/20/2019 0:40,no,"['ordered', 'artist']",0
1197,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,ruler, ARTIST 120,5,9/20/2019 0:40,no,['ruler'],0
1198,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,items received in bubble wrap, ARTIST 120,5,9/20/2019 0:40,no,"['items', 'received', 'in', 'bubble', 'wrap']",0
1199,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,great liquid lipstick, ARTIST 120,5,9/20/2019 0:40,no,"['great', 'liquid', 'lipstick']",1
1200,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,but depending on which color, ARTIST 120,5,9/20/2019 0:40,no,"['but', 'depending', 'on', 'which', 'color']",0
1201,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148, some may not dry down matte too well, ARTIST 120,5,9/20/2019 0:40,no,"['some', 'may', 'not', 'dry', 'down', 'matte', 'too', 'well']",0
1202,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,however, ARTIST 120,5,9/20/2019 0:40,no,['however'],0
1203,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148, the color payoff is always excellent, ARTIST 120,5,9/20/2019 0:40,no,"['the', 'color', 'payoff', 'is', 'always', 'excellent']",1
1204,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,izzxh,fast delivery, INSPIRER 125,5,10/5/2019 1:49,no,"['fast', 'delivery']",1
1205,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kleyr12m,the product came in good condition in proper packaging, SELFSTARTER 130,5,10/4/2019 15:47,no,"['the', 'product', 'came', 'in', 'good', 'condition', 'in', 'proper', 'packaging']",1
1206,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kleyr12m,thanks for the smooth transaction , SELFSTARTER 130,5,10/4/2019 15:47,no,"['thanks', 'for', 'the', 'smooth', 'transaction']",1
1207,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,julipie,fast delivery, SELFSTARTER 130,5,10/12/2019 21:49,no,"['fast', 'delivery']",1
1208,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,cathvoon,love the colours much cheaper than retail, VERSATILE,5,9/18/2019 10:32,no,"['love', 'the', 'colours', 'much', 'cheaper', 'than', 'retail']",1
1209,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,cathvoon,the colour really can stay for the whole day even after food, VERSATILE,5,9/18/2019 10:32,no,"['the', 'colour', 'really', 'can', 'stay', 'for', 'the', 'whole', 'day', 'even', 'after', 'food']",0
1210,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dianarohop,fast, SEEKER,5,9/20/2019 22:35,no,['fast'],1
1211,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dianarohop,prompt, SEEKER,5,9/20/2019 22:35,no,['prompt'],1
1212,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,randi,fast delivery, VERSATILE,5,10/3/2019 22:08,no,"['fast', 'delivery']",1
1213,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,randi,came nicely packed , VERSATILE,5,10/3/2019 22:08,no,"['came', 'nicely', 'packed']",1
1214,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,meenag,wahoooo nice colours will buy more tkq , ARTIST 120,5,9/16/2019 13:39,yes,"['wahoooo', 'nice', 'colours', 'will', 'buy', 'more', 'tkq']",1
1215,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,maxine__13,received within 3 4days super efficient, DELICATE,5,9/13/2019 20:19,yes,"['received', 'within', '3', '4days', 'super', 'efficient']",1
1216,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,maxine__13,thank you , DELICATE,5,9/13/2019 20:19,yes,"['thank', 'you']",1
1217,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,eishapandey,the colour is same as expected, GLOBETROTER 135,5,7/24/2019 13:34,no,"['the', 'colour', 'is', 'same', 'as', 'expected']",0
1218,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,eishapandey,the lipstick love so sexy, GLOBETROTER 135,5,7/24/2019 13:34,no,"['the', 'lipstick', 'love', 'so', 'sexy']",1
1219,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,eishapandey,love it, GLOBETROTER 135,5,7/24/2019 13:34,no,"['love', 'it']",1
1220,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,eishapandey, , GLOBETROTER 135,5,7/24/2019 13:34,no,[],0
1221,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,tingky.winky,color is lighter than in the picture it more of dark orange than burgundy, SEEKER,5,9/5/2019 23:45,no,"['color', 'is', 'lighter', 'than', 'in', 'the', 'picture', 'it', 'more', 'of', 'dark', 'orange', 'than', 'burgundy']",0
1222,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,tingky.winky,still pretty , SEEKER,5,9/5/2019 23:45,no,"['still', 'pretty']",1
1223,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,irah.surian,long lasting as it says, ASSERTIVE,5,9/20/2019 20:24,no,"['long', 'lasting', 'as', 'it', 'says']",0
1224,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,irah.surian,not drying, ASSERTIVE,5,9/20/2019 20:24,no,"['not', 'drying']",0
1225,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sabqiii,no comments review is an image, DELICATE,5,9/13/2019 18:42,yes,"['no', 'comments', 'review', 'is', 'an', 'image']",0
1226,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,my fav lipstick of all time, DELICATE,5,8/27/2019 15:39,no,"['my', 'fav', 'lipstick', 'of', 'all', 'time']",1
1227,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,very lasting, DELICATE,5,8/27/2019 15:39,no,"['very', 'lasting']",0
1228,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,im looking to buy most of the shades , DELICATE,5,8/27/2019 15:39,no,"['im', 'looking', 'to', 'buy', 'most', 'of', 'the', 'shades']",0
1229,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,bought as gift, FOUNDER 115,5,9/10/2019 18:22,no,"['bought', 'as', 'gift']",0
1230,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,received well in time, FOUNDER 115,5,9/10/2019 18:22,no,"['received', 'well', 'in', 'time']",1
1231,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,no opinion on how it looks yet, FOUNDER 115,5,9/10/2019 18:22,no,"['no', 'opinion', 'on', 'how', 'it', 'looks', 'yet']",0
1232,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,hope that it works fine, FOUNDER 115,5,9/10/2019 18:22,no,"['hope', 'that', 'it', 'works', 'fine']",1
1233,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,lipsticks mfg dated 2019 except for the free gift on shade protector 85 is on 2018, INSPIRER 125,4,7/22/2019 20:36,no,"['lipsticks', 'mfg', 'dated', '2019', 'except', 'for', 'the', 'free', 'gift', 'on', 'shade', 'protector', '85', 'is', 'on', '2018']",1
1234,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,thank you for the free gift, INSPIRER 125,4,7/22/2019 20:36,no,"['thank', 'you', 'for', 'the', 'free', 'gift']",1
1235,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,delivery took 5 working days, INSPIRER 125,4,7/22/2019 20:36,no,"['delivery', 'took', '5', 'working', 'days']",0
1236,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang, not sure if this is local shipment or overseas, INSPIRER 125,4,7/22/2019 20:36,no,"['not', 'sure', 'if', 'this', 'is', 'local', 'shipment', 'or', 'overseas']",0
1237,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,its pigmented, INSPIRER 125,4,7/22/2019 20:36,no,"['its', 'pigmented']",0
1238,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,rather lasting, INSPIRER 125,4,7/22/2019 20:36,no,"['rather', 'lasting']",0
1239,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,stays well, INSPIRER 125,4,7/22/2019 20:36,no,"['stays', 'well']",1
1240,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,xmm2129,excellent product, GLOBETROTER 135,5,8/5/2019 23:59,no,"['excellent', 'product']",1
1241,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,xmm2129, real steal when the sale is on, GLOBETROTER 135,5,8/5/2019 23:59,no,"['real', 'steal', 'when', 'the', 'sale', 'is', 'on']",-1
1242,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,xmm2129,colours last all day, GLOBETROTER 135,5,8/5/2019 23:59,no,"['colours', 'last', 'all', 'day']",0
1243,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,xmm2129,do not run, GLOBETROTER 135,5,8/5/2019 23:59,no,"['do', 'not', 'run']",0
1244,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,xmm2129,only need to make sure to moisturise lips get dry atter full day wear thanks for the free gift makeup remover as well, GLOBETROTER 135,5,8/5/2019 23:59,no,"['only', 'need', 'to', 'make', 'sure', 'to', 'moisturise', 'lips', 'get', 'dry', 'atter', 'full', 'day', 'wear', 'thanks', 'for', 'the', 'free', 'gift', 'makeup', 'remover', 'as', 'well']",1
1245,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,thank you for the fast delivery during this international sales period, FOUNDER 115,5,7/31/2019 14:28,no,"['thank', 'you', 'for', 'the', 'fast', 'delivery', 'during', 'this', 'international', 'sales', 'period']",1
1246,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,love the lipstick bought with that 50 off second pc, FOUNDER 115,5,7/31/2019 14:28,no,"['love', 'the', 'lipstick', 'bought', 'with', 'that', '50', 'off', 'second', 'pc']",1
1247,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,the mfg date is on mar, FOUNDER 115,5,7/31/2019 14:28,no,"['the', 'mfg', 'date', 'is', 'on', 'mar']",-1
1248,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,May-19, FOUNDER 115,5,7/31/2019 14:28,no,"['may', '2019']",0
1249,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,and thumbs up for eye, FOUNDER 115,5,7/31/2019 14:28,no,"['and', 'thumbs', 'up', 'for', 'eye']",0
1250,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,lips makeup remover thank you for the free gift , FOUNDER 115,5,7/31/2019 14:28,no,"['lips', 'makeup', 'remover', 'thank', 'you', 'for', 'the', 'free', 'gift']",1
1251,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sashimipikachu,rlly pretty color, VERSATILE,5,9/12/2019 8:08,no,"['rlly', 'pretty', 'color']",1
1252,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sashimipikachu,long lasting, VERSATILE,5,9/12/2019 8:08,no,"['long', 'lasting']",0
1253,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sashimipikachu, love it, VERSATILE,5,9/12/2019 8:08,no,"['love', 'it']",1
1254,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,athl3athl3,no comments review is an image, DELICATE,5,9/6/2019 12:53,no,"['no', 'comments', 'review', 'is', 'an', 'image']",0
1255,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sookie10,order came super fast, INSPIRER 125,5,8/21/2019 11:13,no,"['order', 'came', 'super', 'fast']",1
1256,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sookie10,love their service, INSPIRER 125,5,8/21/2019 11:13,no,"['love', 'their', 'service']",1
1257,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sookie10, and the product is good too , INSPIRER 125,5,8/21/2019 11:13,no,"['and', 'the', 'product', 'is', 'good', 'too']",1
1258,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,item came quickly, FOUNDER 115,5,8/1/2019 13:51,no,"['item', 'came', 'quickly']",0
1259,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,really can wait to use it, FOUNDER 115,5,8/1/2019 13:51,no,"['really', 'can', 'wait', 'to', 'use', 'it']",0
1260,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,i really love this range of lipstick, FOUNDER 115,5,8/1/2019 13:51,no,"['i', 'really', 'love', 'this', 'range', 'of', 'lipstick']",1
1261,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,eager to try ti makeup remover too, FOUNDER 115,5,8/1/2019 13:51,no,"['eager', 'to', 'try', 'ti', 'makeup', 'remover', 'too']",1
1262,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie, though my usual sheet makeup remover works well too , FOUNDER 115,5,8/1/2019 13:51,no,"['though', 'my', 'usual', 'sheet', 'makeup', 'remover', 'works', 'well', 'too']",1
1263,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,tomomeow,though delivery is bit long, DELICATE,5,8/7/2019 23:00,no,"['though', 'delivery', 'is', 'bit', 'long']",0
1264,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,tomomeow, it worth it esp the lip stick, DELICATE,5,8/7/2019 23:00,no,"['it', 'worth', 'it', 'esp', 'the', 'lip', 'stick']",1
1265,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,tomomeow,it really lasted the entire day, DELICATE,5,8/7/2019 23:00,no,"['it', 'really', 'lasted', 'the', 'entire', 'day']",0
1266,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,tomomeow,like from 7am till 10pm , DELICATE,5,8/7/2019 23:00,no,"['like', 'from', '7am', 'till', '10pm']",1
1267,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi,bought few colours, DELICATE,5,4/1/2019 23:21,no,"['bought', 'few', 'colours']",0
1268,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi, quality of the product is really good, DELICATE,5,4/1/2019 23:21,no,"['quality', 'of', 'the', 'product', 'is', 'really', 'good']",1
1269,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi,it my fav lip ink cannot imagine life without this innovative product that really lasts the whole day, DELICATE,5,4/1/2019 23:21,no,"['it', 'my', 'fav', 'lip', 'ink', 'can', 'not', 'imagine', 'life', 'without', 'this', 'innovative', 'product', 'that', 'really', 'lasts', 'the', 'whole', 'day']",1
1270,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi,doesn dry my lips, DELICATE,5,4/1/2019 23:21,no,"['doesn', 'dry', 'my', 'lips']",0
1271,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi,delicate, DELICATE,5,4/1/2019 23:21,no,['delicate'],1
1272,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi, lover, DELICATE,5,4/1/2019 23:21,no,['lover'],1
1273,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,heavensmecredi, seductress are the nicest colours , DELICATE,5,4/1/2019 23:21,no,"['seductress', 'are', 'the', 'nicest', 'colours']",1
1274,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gohchloe,received in 10 days, VERSATILE,5,8/5/2019 22:57,no,"['received', 'in', '10', 'days']",0
1275,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gohchloe,got it during promo amd comes with free makeup remover, VERSATILE,5,8/5/2019 22:57,no,"['got', 'it', 'during', 'promo', 'amd', 'comes', 'with', 'free', 'makeup', 'remover']",1
1276,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gohchloe,good deal , VERSATILE,5,8/5/2019 22:57,no,"['good', 'deal']",1
1277,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasrinaaa,good buy , GROUNDBREAKER 117,5,8/8/2019 9:26,no,"['good', 'buy']",1
1278,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasrinaaa,got each lipstick for almost half the price , GROUNDBREAKER 117,5,8/8/2019 9:26,no,"['got', 'each', 'lipstick', 'for', 'almost', 'half', 'the', 'price']",0
1279,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,serene.pung,great buy, VERSATILE,5,8/7/2019 17:47,no,"['great', 'buy']",1
1280,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,serene.pung,value for money, VERSATILE,5,8/7/2019 17:47,no,"['value', 'for', 'money']",0
1281,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,serene.pung,good for gifts too , VERSATILE,5,8/7/2019 17:47,no,"['good', 'for', 'gifts', 'too']",1
1282,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,alva_vo,very fast delivery, DANCER 118,5,8/20/2019 21:54,no,"['very', 'fast', 'delivery']",1
1283,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,alva_vo,nice color thanks seller, DANCER 118,5,8/20/2019 21:54,no,"['nice', 'color', 'thanks', 'seller']",1
1284,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,vanillaeclairs,nice reddish brown shade, SEEKER,5,7/19/2019 20:52,no,"['nice', 'reddish', 'brown', 'shade']",1
1285,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,vanillaeclairs,lipstick is kiss proof, SEEKER,5,7/19/2019 20:52,no,"['lipstick', 'is', 'kiss', 'proof']",0
1286,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,vanillaeclairs,transfer proof, SEEKER,5,7/19/2019 20:52,no,"['transfer', 'proof']",0
1287,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,vanillaeclairs,very pigmented, SEEKER,5,7/19/2019 20:52,no,"['very', 'pigmented']",0
1288,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,vanillaeclairs,long lasting despite eating footlong subway sandwich , SEEKER,5,7/19/2019 20:52,no,"['long', 'lasting', 'despite', 'eating', 'footlong', 'subway', 'sandwich']",0
1289,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mumtazbegum,colour bought was ambitious, AMBITIOUS,5,7/18/2019 16:02,no,"['colour', 'bought', 'was', 'ambitious']",1
1290,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mumtazbegum,founder which was my two favourite colour, AMBITIOUS,5,7/18/2019 16:02,no,"['founder', 'which', 'was', 'my', 'two', 'favourite', 'colour']",0
1291,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mumtazbegum,so worth it during sale will definitely buy again , AMBITIOUS,5,7/18/2019 16:02,no,"['so', 'worth', 'it', 'during', 'sale', 'will', 'definitely', 'buy', 'again']",1
1292,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,loveoncall, , DELICATE,5,8/23/2019 20:10,no,[],0
1293,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,nsyrf_,loveeee this, VERSATILE,5,7/6/2019 17:44,no,"['loveeee', 'this']",0
1294,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,nsyrf_,color stays on lip for the whole day, VERSATILE,5,7/6/2019 17:44,no,"['color', 'stays', 'on', 'lip', 'for', 'the', 'whole', 'day']",0
1295,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,nsyrf_,worth it, VERSATILE,5,7/6/2019 17:44,no,"['worth', 'it']",1
1296,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,iceljma12,fast delivery, ASSERTIVE,5,8/2/2019 18:47,no,"['fast', 'delivery']",1
1297,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,iceljma12,bought during 50 promo, ASSERTIVE,5,8/2/2019 18:47,no,"['bought', 'during', '50', 'promo']",0
1298,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,iceljma12,love maybelline , ASSERTIVE,5,8/2/2019 18:47,no,"['love', 'maybelline']",1
1299,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasssie_,paid 13 with promo, VERSATILE,5,6/9/2019 18:35,no,"['paid', '13', 'with', 'promo']",0
1300,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasssie_,love the color, VERSATILE,5,6/9/2019 18:35,no,"['love', 'the', 'color']",1
1301,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasssie_, it pulls really lovely reddish orange tone on me, VERSATILE,5,6/9/2019 18:35,no,"['it', 'pulls', 'really', 'lovely', 'reddish', 'orange', 'tone', 'on', 'me']",1
1302,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasssie_,and it really stayed on 100 even after meal of oily mookata, VERSATILE,5,6/9/2019 18:35,no,"['and', 'it', 'really', 'stayed', 'on', '100', 'even', 'after', 'meal', 'of', 'oily', 'mookata']",0
1303,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasssie_,wow s it may feel tacky at first, VERSATILE,5,6/9/2019 18:35,no,"['wow', 's', 'it', 'may', 'feel', 'tacky', 'at', 'first']",0
1304,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasssie_,allow it to dry, VERSATILE,5,6/9/2019 18:35,no,"['allow', 'it', 'to', 'dry']",0
1305,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasssie_,set, VERSATILE,5,6/9/2019 18:35,no,['set'],0
